spy,spy,spy,spy,spy,spy,spy,agg,agg,agg,agg,agg,agg,agg
Open,High,Low,close,Volume,Dividends,Stock Splits,Open,High,Low,close,Volume,Dividends,Stock Splits
72.2252344764904,72.65941098434018,71.92199708550389,72.54914093017578,38484400,0.0,0,55.57802937359768,55.660209627777824,55.41366050508946,55.528717041015625,54300,0.0,0
72.9557599116544,72.976434233659,72.11496909702787,72.3561782836914,39021700,0.0,0,55.435601684599824,55.468473801127004,55.28219290070519,55.39176940917969,23100,0.0,0
72.14253953850347,72.866172385811,72.1218652156603,72.64563751220703,32772200,0.0,0,55.55063764428502,55.63830216257186,55.09041146350202,55.24382019042969,62300,0.0,0
72.68697059671887,72.79723538093177,71.66010580427084,71.85307312011719,32790300,0.0,0,55.35885774765857,55.50678634643555,55.19996899781789,55.50678634643555,55600,0.0,0
71.98402597304333,72.39064025878906,71.63255197688439,72.39064025878906,27657000,0.0,0,55.413612513570115,55.59441727632657,55.413612513570115,55.473880767822266,12900,0.0,0
72.23901878895452,72.55603732170465,71.89443274144797,72.26658630371094,26729100,0.0,0,55.55060874774006,55.736893662159986,55.55060874774006,55.58348083496094,49000,0.0,0
71.69458837728709,71.80485846118978,71.11568621069895,71.35689544677734,33914500,0.0,0,55.74786318930998,55.85743962674374,55.61637062837484,55.830047607421875,25400,0.0,0
70.90889556203443,71.63941608515825,70.87443486424154,71.22591400146484,45830500,0.0,0,55.797204027517786,55.813644264832135,55.69310760498047,55.69310760498047,20700,0.0,0
70.8675964278903,71.38447570800781,70.41963333352821,71.38447570800781,51723600,0.0,0,55.7752838905369,55.967044830322266,55.7752838905369,55.967044830322266,28200,0.0,0
71.49474707173827,71.79798462626954,71.17083518539233,71.41893768310547,32460200,0.0,0,55.90676472674451,55.95059698376483,55.775272135757646,55.857452392578125,35400,0.0,0
71.66011949269478,72.46644961277613,71.54984942945322,72.39064025878906,34956200,0.0,0,55.775261815005756,56.07659912109375,55.775261815005756,56.07659912109375,16600,0.0,0
72.20454329831341,72.65939931172129,71.58429274616047,72.48710632324219,30955400,0.0,0,55.928668073141516,55.939624044855634,55.830047607421875,55.830047607421875,71700,0.0,0
72.90752489608568,73.03157609768634,72.22524591626525,72.63874816894531,39123100,0.0,0,55.76977931281136,55.86291970263737,55.76429923691773,55.830047607421875,17300,0.0,0
72.63874037714312,72.8730563672729,72.51468918884916,72.56982421875,25761600,0.0,0,55.83005800398258,55.83005800398258,55.55611267931149,55.742393493652344,31000,0.0,0
72.87997212632791,73.47266073636145,72.85240460284176,73.04537200927734,37589300,0.0,0,55.71434872141207,55.76383147343302,55.64286804199219,55.64286804199219,56700,0.359,0
73.04535510060164,73.23832246236876,72.7627972517187,72.88684844970703,31421600,0.0,0,55.780357687593195,55.85183840797325,55.75286865234375,55.75286865234375,26900,0.0,0
72.70076164745969,73.03156656118692,72.29415264184331,72.94197082519531,33558800,0.0,0,55.80785091772059,55.84633892297218,55.75286865234375,55.75286865234375,24600,0.0,0
72.77655645808669,73.35546362696441,72.43197048502948,73.32789611816406,28392300,0.0,0,55.631850192733275,55.6373496723014,55.45040512084961,55.45040512084961,78000,0.0,0
73.49334743221644,73.54848248846706,72.7559331432614,72.78350067138672,31723200,0.0,0,55.36247561810689,55.47793960571289,55.285499626369564,55.47793960571289,33400,0.0,0
72.87304093488665,72.94195707868533,72.36994835298795,72.48710632324219,25530800,0.0,0,55.576886915581994,55.6098754144816,55.48341670544962,55.58238220214844,21100,0.0,0
72.42509964729939,72.59050475115359,72.22524434824992,72.4664535522461,26558600,0.0,0,55.63188525268085,55.64288002387234,55.428446329188624,55.48343276977539,23700,0.0,0
72.52159000676755,73.3761620282141,72.47334816502378,73.27967834472656,28000000,0.0,0,55.55488305862692,55.71982971793514,55.428420177770256,55.58787155151367,16400,0.0,0
73.05915999937044,73.4244204921149,72.9006480503469,73.30036926269531,29714800,0.0,0,55.82433524334166,56.03327368742009,55.82433524334166,55.994781494140625,25400,0.0,0
73.3279076422224,73.70694911737587,72.5629262411754,72.68008422851562,49158500,0.0,0,56.03875732421875,56.17071974405324,56.02226307045852,56.03875732421875,18800,0.0,0
72.30106872098236,72.45957540596821,71.70148692542105,72.31484985351562,44382100,0.0,0,56.20369670402158,56.31366116974746,56.18170297190131,56.27517318725586,48800,0.0,0
72.52847115290734,72.67319666458997,71.46714547593555,71.56362915039062,41155000,0.0,0,56.15420625965588,56.275169681343684,56.110222993030945,56.2476806640625,26800,0.0,0
71.69458969512881,72.3699808265299,71.618780325544,72.17012023925781,29827000,0.0,0,56.23669777613832,56.24769674209495,55.9837760925293,55.9837760925293,44900,0.0,0
71.67392711362461,72.52849938774834,71.50163401960148,71.52230834960938,53578700,0.0,0,56.082715422309434,56.225672538146746,56.0497269320678,56.176185607910156,21400,0.0,0
71.83930072625193,71.901328951548,71.41201737451348,71.8186264038086,30016000,0.0,0,56.2696599404267,56.324646354713956,56.1981834746775,56.236671447753906,66500,0.0,0
72.14944824614987,72.90064351346442,72.14255505106456,72.76969909667969,28906400,0.0,0,56.132259661510716,56.15975289675237,56.000301361083984,56.000301361083984,37000,0.0,0
72.86619099356858,73.3417163142941,72.67321832916552,73.04537200927734,37580000,0.0,0,55.961789827958924,56.220211029052734,55.961789827958924,56.220211029052734,54000,0.0,0
73.34169879982187,73.36237312300744,72.63185232796373,73.30724334716797,33053600,0.0,0,56.12669988194324,56.15968837042715,56.01673126220703,56.01673126220703,25300,0.0,0
73.24521534832256,73.50710413073416,73.19008031434473,73.36237335205078,10507500,0.0,0,55.94523187786309,55.94523187786309,55.92873764038086,55.92873764038086,22900,0.0,0
73.63805094769447,74.21006515447696,73.60359549133777,74.1549301147461,38699000,0.0,0,55.76448844860498,55.85820926704718,55.68179187687031,55.7755126953125,58700,0.272,0
74.00329700239487,74.27207369638933,73.78965533741616,73.96884155273438,35352000,0.0,0,55.593598047502915,55.76450546955312,55.46128601601537,55.75899124145508,52100,0.0,0
74.18939275477663,74.48573702856366,73.7896715933026,73.85169982910156,39078600,0.0,0,55.626721371840574,55.87480714468,55.626721371840574,55.81416320800781,32400,0.0,0
73.85858584865116,74.2376326743424,73.7000791818834,74.1549301147461,36089500,0.0,0,55.75895574953083,55.95742577349299,55.70934034660077,55.89678192138672,25200,0.0,0
73.824118048741,74.29275529216264,73.47953199498879,73.6380386352539,28824400,0.0,0,56.17246428808966,56.177978515625,55.96296990910194,56.177978515625,42200,0.0,0
73.56223268854849,74.18248866561204,73.52088404273297,74.13424682617188,32482900,0.0,0,56.22759394507345,56.25516087662696,56.128358880053334,56.177978515625,67200,0.0,0
74.36166746749663,74.38234178833963,73.42439303086653,73.56222534179688,43596100,0.0,0,56.25514586830206,56.28822281244309,55.797561845781395,55.86371994018555,87900,0.0,0
73.58289825382101,73.72762901288218,73.02467056988564,73.55533599853516,36915400,0.0,0,56.0897614246043,56.09527565152275,56.01257907223699,56.084251403808594,120500,0.0,0
73.52088949814123,74.49951274680957,73.5139963040051,74.38235473632812,45304000,0.0,0,56.00706998763134,56.31028940414511,55.902324903300055,56.28272247314453,91600,0.0,0
74.40993395108345,74.56844063536356,74.01021275582231,74.52709197998047,34142200,0.0,0,56.36543422842629,56.42056389914015,56.205555239069106,56.315818786621094,16400,0.0,0
75.23693029412216,75.2782842029037,74.07223281311659,74.1549301147461,38693400,0.0,0,56.343366356447284,56.37093328744786,56.150410457812676,56.28272247314453,21100,0.0,0
74.21007327926229,74.7751943534582,74.09980318772779,74.54087829589844,32894200,0.0,0,56.28825184820203,56.337871496131484,56.1779925067743,56.315818786621094,61500,0.0,0
74.47191678320192,74.77515411376953,74.29273586783425,74.77515411376953,23198800,0.0,0,56.47568124309368,56.536325124963106,56.32131652783442,56.45362854003906,23100,0.0,0
74.80965176434216,75.62287525057208,74.69938167768252,75.61598205566406,29353100,0.0,0,56.48120112113529,56.58595042739437,56.348889085840085,56.53633499145508,33400,0.0,0
75.68246725663566,75.73093705959623,75.18391769314847,75.4054946899414,41465100,0.516,0,56.53077347320919,56.56385040283203,56.43153847822042,56.56385040283203,26500,0.0,0
75.32930975075041,75.93172454833984,75.32238398540494,75.93172454833984,27611300,0.0,0,56.61351736255427,56.67416125500702,56.38196604313295,56.53633499145508,139700,0.0,0
75.8070793263913,76.1325163045312,75.73783224573845,75.98018646240234,24741200,0.0,0,56.44813083755921,56.50877473718174,56.315818786621094,56.315818786621094,80300,0.0,0
75.8347980004208,76.08407278496097,75.77248194569195,75.90404510498047,8055800,0.0,0,56.4205143656024,56.50321090213315,56.29371665489308,56.3598747253418,16200,0.0,0
75.96636027621524,76.2225608247942,75.9109647063367,75.95943450927734,8308400,0.0,0,56.55838996954246,56.64108657836914,56.404025209665576,56.64108657836914,54500,0.0,0
76.23639706357031,77.0465373561002,76.01482009596867,76.97037506103516,22483700,0.0,0,56.50877579517402,56.56390546692005,56.32133407001264,56.50326156616211,37600,0.0,0
76.9218934593675,77.04653082325102,76.75571206845986,76.98421478271484,19559500,0.0,0,56.392949978977455,56.44807959965017,56.27717651372862,56.39846420288086,33800,0.0,0
77.01195326547136,77.21967879319412,76.74882686774966,77.05349731445312,31501800,0.0,0,56.393515574906424,56.47644805908203,56.393515574906424,56.47644805908203,51900,0.291,0
77.37197176422598,77.68356780987052,76.67262266847777,77.01883697509766,38072300,0.0,0,56.47643548453063,56.49855108992815,56.03413181282113,56.155765533447266,26100,0.0,0
77.33733000402019,77.91204156344457,77.26808293748832,77.85665130615234,27959800,0.0,0,56.13916304866153,56.22209548950195,56.00647367418834,56.22209548950195,63600,0.0,0
77.66278411462886,78.05746815349443,77.55199301742647,77.93283081054688,20472800,0.0,0,56.36034426848473,56.498563669403616,56.26082613109828,56.47644805908203,151800,0.0,0
77.82205651834391,78.28598245173663,77.47584218903985,78.19596862792969,30170400,0.0,0,56.504062385062056,56.6422817198769,56.47642104897069,56.603580474853516,75200,0.0,0
78.41752404272057,78.5283151334083,78.08515605346736,78.50753784179688,36438400,0.0,0,56.50408839134059,56.669953356706294,56.45986138961485,56.58702087402344,39800,0.0,0
78.12671462529556,78.59064048628278,77.738951044682,77.8220443725586,54084300,0.0,0,57.023801194047756,57.09567377091944,56.896641695111555,57.05697250366211,49800,0.0,0
77.93287110708287,78.4175692009392,77.80130793183059,78.39679718017578,31564100,0.0,0,57.05697158355293,57.084617153200256,56.891110820034086,56.89664077758789,67600,0.0,0
78.30672926771119,78.4036741089067,77.38580346304624,77.93974304199219,54239700,0.0,0,56.96852957002549,57.04593212532546,56.89112701472553,57.02934646606445,21700,0.0,0
78.07824158019875,78.7014283062439,78.01592026618904,78.59063720703125,30112800,0.0,0,56.97402768747635,57.079071543463385,56.97402768747635,57.02378463745117,14100,0.0,0
78.6391288729751,78.97841746380013,77.95362592499464,78.78453826904297,38408700,0.0,0,57.13987710785364,57.13987710785364,56.946370866010554,57.095645904541016,32600,0.0,0
78.9645443813971,79.15149774629613,78.68064616925001,79.09610748291016,31922700,0.0,0,57.16756409536278,57.25049660714749,57.00169907179335,57.05146026611328,66800,0.0,0
79.30382766319309,79.38692097704521,78.8122041092232,79.07532501220703,29863000,0.0,0,57.04588678023239,57.10670362792876,56.90766743876236,57.00165557861328,51700,0.0,0
79.02690576667014,79.83705156704683,78.74301267439115,79.69856262207031,30725000,0.0,0,57.101180166379656,57.10671012174077,56.95190511659003,57.04036331176758,53800,0.0,0
79.7262068153843,79.89238815482818,79.33844859574538,79.49078369140625,29888500,0.0,0,57.15649349254591,57.24495594674505,57.10120656773243,57.13990783691406,44100,0.0,0
79.62928796740543,79.8854884478951,78.9022358337091,79.23460388183594,44245300,0.0,0,57.377612356136524,57.3831423108688,56.94636868564918,57.00165557861328,28700,0.0,0
79.20690051567807,80.2732411045501,79.19997475106946,80.23169708251953,30460600,0.0,0,56.99062521421565,56.99615095328404,56.7805290222168,56.7805290222168,31900,0.0,0
80.14862096099635,80.66794247910215,79.38695045767017,79.40772247314453,35322800,0.0,0,56.88007672041686,57.02935611526937,56.83584969427873,56.86349105834961,20200,0.0,0
79.61545145968827,79.82317689271986,78.20289632726495,78.50064086914062,52621300,0.0,0,57.023776047849694,57.167525356324646,56.51512984016284,56.747337341308594,63000,0.0,0
78.63215721765607,78.83296206155583,77.93972890743986,78.57676696777344,60117100,0.0,0,56.69208760971909,56.69208760971909,56.559398124664604,56.61468505859375,50600,0.0,0
78.60445945131038,78.74294828303888,78.30671506660505,78.57676696777344,30984400,0.0,0,56.852391029531375,56.852391029531375,56.66994045279788,56.72522735595703,105300,0.0,0
78.72912561888441,79.40770793608601,78.32752106667398,78.91608428955078,38832400,0.0,0,56.846094298489746,56.9181621360201,56.740760803222656,56.740760803222656,21300,0.278,0
78.75684048653311,79.03381302881984,78.54911504192695,78.78453826904297,25093500,0.0,0,56.97915390782837,56.97915390782837,56.774036093294804,56.89599609375,40300,0.0,0
78.37600008078863,78.74991218332529,78.09902756600465,78.14057159423828,39332600,0.0,0,56.923687833781216,56.92923281312249,56.75183154042147,56.901512145996094,37600,0.0,0
78.3621461950146,78.6183466879839,78.09209945398723,78.36907196044922,37226800,0.0,0,56.87935572664507,56.912621384381815,56.674237946911994,56.740760803222656,38900,0.0,0
78.53525061947563,79.42155838307625,78.38291548207972,79.24845123291016,37216000,0.0,0,56.90156112265536,56.97917398191672,56.85166895438032,56.973628997802734,31600,0.0,0
79.40081448018643,79.53930341903444,79.13769342059447,79.26925659179688,24851300,0.0,0,57.06236285565626,57.101169306389785,56.93485352919701,57.01246643066406,15800,0.0,0
79.13075224741175,79.72624136149354,79.11690599762902,79.52543640136719,27908100,0.0,0,57.03456226253,57.03456226253,56.85162023936393,56.89042663574219,31300,0.0,0
79.52544477858147,80.59178573978167,79.05459299419194,80.37020874023438,42965700,0.0,0,56.918181023503735,57.206460928449516,56.8017617567466,57.112213134765625,26200,0.0,0
80.30095318234808,80.50867861230877,80.03090642543114,80.07937622070312,27814700,0.0,0,57.211999450317606,57.211999450317606,57.0124223637807,57.11775588989258,61400,0.0,0
80.19706136969197,80.4601822739656,79.45616315334354,79.71928405761719,44739900,0.0,0,57.228621273796556,57.37275695800781,57.10111207513711,57.37275695800781,82500,0.0,0
80.21784568487791,80.61945550786713,80.1624501335393,80.43942260742188,23984300,0.0,0,57.25637523515984,57.26746520556909,57.101149486105875,57.23419952392578,78300,0.0,0
80.4601568943774,80.7371292384003,79.87159396508382,80.08625030517578,28618000,0.0,0,57.350566620755195,57.37828729195553,57.156534611094656,57.18980026245117,38800,0.0,0
80.55022944986288,80.59177348007941,79.67084206966149,79.78855895996094,51146200,0.0,0,57.14546037566215,57.2674245861488,57.045671860680464,57.250789642333984,21500,0.0,0
79.9616420333107,80.01703229597045,79.15842247242946,79.54618072509766,46728800,0.0,0,57.22860171108046,57.23414246117648,57.01238979950895,57.07337188720703,40700,0.0,0
79.7816390592032,79.80933684232097,79.05458678009464,79.34540557861328,36357000,0.0,0,57.14543796550542,57.23968146225696,56.99575313694259,57.22859573364258,24300,0.0,0
79.12382346511752,79.62237296328135,78.26521337539738,79.20691680908203,43953000,0.0,0,57.28405587890887,57.317317307711534,57.16763664851808,57.1787223815918,40800,0.0,0
79.25533984712993,79.67079575622121,79.15840031110226,79.53923797607422,31213600,0.0,0,57.29514067869184,57.36166776479497,57.211982878458265,57.311771392822266,78800,0.0,0
79.35925817362234,79.83010992730179,79.17229945577837,79.58776092529297,29683000,0.0,0,57.28407166117968,57.28961241445233,57.16765239871434,57.21754455566406,33700,0.0,0
79.76082902546229,80.14166147548518,79.3730655294486,79.64311218261719,39312000,0.0,0,57.37275695800781,57.389387673141286,57.2563377224918,57.37275695800781,34100,0.0,0
79.92705032597672,80.5571577374897,79.80241294044055,80.43252563476562,33130800,0.0,0,57.431656108965754,57.44832644860488,57.18159253506062,57.3983154296875,154200,0.246,0
80.28016351584577,80.99336403923598,79.78853990538076,79.9616470336914,38556400,0.0,0,57.292721700720435,57.36496548036104,57.09822737026193,57.1982536315918,28500,0.0,0
79.80238543048803,80.23169300663294,79.57388275530718,80.1070556640625,31346200,0.0,0,57.28163701437029,57.28163701437029,57.07046800608263,57.13715362548828,79900,0.0,0
80.12784303945291,80.39096402075351,79.98935414181211,80.3147964477539,21060000,0.0,0,57.28163546522308,57.292747614993274,57.142710274963804,57.27607727050781,116500,0.0,0
79.92010804264193,80.97952295934928,79.82316846090471,80.5848388671875,55905600,0.0,0,57.73733945534281,57.787350514382446,57.23164946907532,57.69844055175781,68900,0.0,0
80.55715032629875,80.75103479481608,79.5669823825604,79.60160064697266,39281600,0.0,0,57.8762625394596,57.90404504688232,57.72066693097286,57.8929328918457,44100,0.0,0
79.69853719142489,79.77470476615474,79.10304812507046,79.2830810546875,39746100,0.0,0,57.89290517722751,58.03183036682158,57.820665604916314,57.976261138916016,46400,0.0,0
79.43539451807042,79.47001277170769,77.93974649475807,77.95359802246094,67671800,0.0,0,57.95954969175399,57.9928903569213,57.85952345659473,57.9095344543457,38800,0.0,0
77.82897283020615,78.43138230902105,76.92881357023364,76.94266510009766,89134800,0.0,0,58.092945620073486,58.092945620073486,57.742855741911164,58.037376403808594,56000,0.0,0
77.36503488252801,78.04361182128976,77.26116955599632,77.95359802246094,54012200,0.0,0,57.95959204311225,57.97070419306862,57.79843831095222,57.85956573486328,42300,0.0,0
77.73894515664885,77.79434070437087,76.79032149525773,76.998046875,57677200,0.0,0,57.87621325243062,57.942894605189586,57.79285732182316,57.87065505981445,61300,0.0,0
77.39967518632393,77.59355436691808,76.74879055191947,77.40660095214844,59832600,0.0,0,57.83733571530923,58.05405867102628,57.68729413694493,58.00960159301758,53200,0.0,0
77.67661354443511,78.4244374402267,77.6212180078263,78.27210235595703,41607300,0.0,0,58.11515598548677,58.11515598548677,57.92066166953631,57.98178482055664,28300,0.0,0
78.03671481542013,78.43139897544101,77.5035470241965,78.29291534423828,60014300,0.0,0,57.970715174726216,58.048512958139625,57.80400321617678,57.9262580871582,27000,0.0,0
78.10875212421777,78.21992630848119,77.15679765881335,77.17069244384766,48636200,0.395,0,57.92627408934011,57.9596190340583,57.73177957707731,57.86514663696289,132500,0.0,0
76.80939287087652,76.83023770537604,75.80879840424976,76.19097137451172,62752100,0.0,0,57.92621117153553,58.02623741771964,57.85952983385131,58.0151252746582,23300,0.0,0
76.60785857962921,76.71208801891501,75.98943728821747,76.05892181396484,54080200,0.0,0,57.98736125520589,58.04848866511506,57.88733496986901,58.02070617675781,45500,0.0,0
76.14230478808045,76.53142236496065,75.63505768850789,76.1214599609375,51584300,0.0,0,58.070716971740204,58.08182911910761,57.92623361800731,58.054046630859375,31300,0.0,0
76.48976197051773,77.3374872741432,76.28825306216976,77.1290283203125,49873600,0.0,0,57.98736125520589,58.031818324168825,57.88733496986901,58.02070617675781,39000,0.0,0
77.1012321112936,77.67796394580117,76.9900578921424,77.14987182617188,37409500,0.0,0,57.95954275021642,57.98732522130936,57.66501803110213,57.82061767578125,102300,0.0,0
77.56678732791438,78.3380780507972,77.53204770246211,78.23384857177734,44113600,0.0,0,57.67058506610256,57.72060030519159,57.49276111313901,57.71504211425781,210100,0.0,0
78.03233438933877,78.56737120053756,77.97674463454828,78.49788665771484,39059900,0.0,0,57.753974225809245,57.76508637441762,57.48723602294922,57.48723602294922,243200,0.0,0
78.51177647690348,78.79666997617635,78.08791390078024,78.58821105957031,48517600,0.0,0,57.681731603693144,57.83732711392363,57.626158144616824,57.76508331298828,105100,0.0,0
78.56737518031275,79.12326215371414,78.5534803915767,79.06072235107422,45103800,0.0,0,57.815253034833695,57.815253034833695,57.58684655330061,57.79296875,128500,0.26,0
79.77641128954392,79.79725612018812,79.14409512090484,79.65828704833984,50987700,0.0,0,57.052015768299526,57.363987142194915,57.052015768299526,57.263710021972656,165600,0.0,0
79.53319207327112,80.17245811960215,79.51929729023301,80.09602355957031,30251800,0.0,0,56.85142380994457,57.01854939924189,56.85142380994457,56.91270446777344,77500,0.0,0
79.79031140554284,80.03350993202787,79.6443922896518,79.83895111083984,28420900,0.0,0,57.07427978515625,57.10213618585072,56.901582001662575,57.07427978515625,54800,0.0,0
79.87372096751434,79.89457110738981,79.2900442829763,79.6513671875,45890500,0.0,0,57.09101802936558,57.19686304188249,56.935028076171875,56.935028076171875,207600,0.0,0
80.19333109122798,80.19333109122798,79.03291757713927,79.4706802368164,46929700,0.0,0,56.99069475292723,57.15224820705598,56.96283836412534,56.96841049194336,18700,0.0,0
79.61662223194493,79.96405032131317,79.60967218578463,79.78338623046875,23085200,0.0,0,57.018516282421956,57.046372656269824,56.868102914386846,56.95166778564453,88400,0.0,0
80.08909916778205,80.1168940422493,78.5326180055975,78.66464233398438,56210300,0.0,0,56.812440210341926,56.879288761002265,56.66202247077749,56.851436614990234,110800,0.0,0
78.24773939223337,78.96344026799851,78.20604972609743,78.78972625732422,62322300,0.0,0,56.545041227223535,56.68988685788677,56.42247986668464,56.6843147277832,30400,0.0,0
78.83142191110137,79.06072569492761,78.07403131167268,78.4909439086914,61602500,0.0,0,56.53390902955627,56.695462572274934,56.500480494605405,56.60075759887695,40600,0.0,0
78.78278580507902,79.24834343938366,78.50484759522324,79.09547424316406,47059200,0.0,0,56.73999029279034,56.76784667682425,56.60071687319572,56.7567024230957,49000,0.0,0
78.90091537573241,79.20664846684006,78.70635120696922,79.09547424316406,28277600,0.0,0,56.79573182811496,56.823588228342864,56.61189403759655,56.6843147277832,115300,0.0,0
79.26915593784523,79.43591985599514,77.67098537647625,77.76826477050781,53299400,0.0,0,56.62861798390928,56.66761440218461,56.4392037735071,56.500484466552734,40000,0.0,0
77.96283792653757,78.48397990546184,77.73353948482196,78.28942108154297,50177300,0.0,0,56.29432814854468,56.55059077721645,56.27204388731823,56.36674880981445,72700,0.0,0
78.15740578752256,79.67913683381184,78.12961091115842,79.38729858398438,62071500,0.0,0,56.60077009816986,56.650910786523596,56.4503565336916,56.57291793823242,41100,0.0,0
79.50544242073424,79.60967190744668,79.06768493814029,79.46375274658203,29395700,0.0,0,56.51721828773772,56.54507470445788,56.32780825497646,56.461509704589844,90200,0.0,0
79.5609979462097,79.86673622862935,78.93562659641024,79.3525390625,35515200,0.0,0,56.461448612545254,56.59514991749204,56.28875091656034,56.44473648071289,109900,0.0,0
79.37341076350027,79.99183223822521,79.18579665690713,79.42205047607422,43485500,0.0,0,56.51718878040957,56.595181606155435,56.39463166158766,56.584041595458984,54200,0.0,0
79.1371495791091,79.22053420776008,78.17130016122354,78.3936538696289,50165800,0.0,0,56.59522930106505,56.59522930106505,56.29996989044527,56.3222541809082,36400,0.0,0
78.32417863172758,78.7410912218349,77.24020483718229,77.70575714111328,69687600,0.0,0,56.28320206773152,56.42247555765476,56.05479575440801,56.160640716552734,46600,0.0,0
77.94197114208399,78.08789021892288,77.05950663891677,77.1011962890625,48681400,0.0,0,56.23304267692048,56.28875120007157,56.127193507731896,56.14390563964844,64200,0.0,0
77.38611376023131,78.0253800007396,77.37221367164214,77.9281005859375,33758000,0.0,0,56.22213044660752,56.32267689950966,56.06013870239258,56.06013870239258,245200,0.27,0
77.99758677670533,78.69939282806652,77.58762427726157,77.86556243896484,51185100,0.0,0,56.194170021660284,56.384092894776195,56.01542133845372,56.1606559753418,41200,0.0,0
78.10876665441864,78.4909342792459,77.93505265186154,78.36585998535156,34405000,0.0,0,56.22213425618647,56.30033658466408,56.026628434992446,56.08807373046875,34000,0.0,0
77.83776023704893,78.23382791166499,77.12900950927865,77.69184112548828,54997000,0.0,0,55.99868733063944,56.04895842077849,55.89255379140386,55.91489791870117,67900,0.0,0
77.2818844774651,77.9836905155649,76.40636444091797,76.40636444091797,60950000,0.0,0,55.57977982912616,55.57977982912616,55.384273918249974,55.44013214111328,56800,0.0,0
76.04503257363557,76.2604362095559,75.29458691765971,75.62117004394531,75279400,0.0,0,55.523871503691986,55.57414258039354,55.33394860328467,55.356292724609375,77000,0.0,0
76.05892055007472,76.46888825743181,75.96859119823712,76.26042938232422,48300600,0.0,0,55.306026322053874,55.551803153986526,55.306026322053874,55.49594497680664,84200,0.0,0
76.13533979784677,76.80935068356595,75.08610619323254,76.74681091308594,90830500,0.0,0,55.551777395391376,55.58529569552193,55.41771697998047,55.41771697998047,48900,0.0,0
76.26737881284107,76.996974267201,76.17704416039935,76.42719268798828,57393700,0.0,0,55.440115023176624,55.44570212225062,55.2222650380776,55.40660095214844,21200,0.0,0
76.39938954549902,76.94832623819475,75.926887411364,76.46192932128906,54123100,0.0,0,55.45681811204631,55.60205271473532,55.38420294155369,55.41771697998047,53300,0.0,0
75.66285775411866,76.08672027289596,75.3293298942698,75.80877685546875,55020400,0.0,0,55.66908309647713,55.797556413733034,55.66908309647713,55.6970100402832,37400,0.0,0
76.07979185540597,76.39248027689246,75.96861763763147,76.19097137451172,30193100,0.0,0,55.71382808969245,55.747346425361904,55.58535463170243,55.72500228881836,24000,0.0,0
76.78162416248244,77.25412667707413,75.84356918094497,75.92694854736328,54804100,0.0,0,55.65798190131934,55.65798190131934,55.523921314809265,55.63005065917969,31000,0.0,0
76.05198306708438,76.3438266006984,75.76709487880653,76.17011260986328,38082900,0.0,0,55.741736854933826,55.78083801269531,55.624433381649354,55.78083801269531,11200,0.0,0
76.41331879213796,76.81633656357053,76.06589077566107,76.30213928222656,47480400,0.0,0,55.831122549002224,55.831122549002224,55.55741437875553,55.69147491455078,22300,0.0,0
76.80240623033254,76.96222538756265,76.21177989516931,76.62174224853516,40961500,0.0,0,55.63564047099183,55.76970106403448,55.63564047099183,55.73618698120117,39300,0.0,0
76.36470554349253,77.81000786517643,76.15624654083966,77.71967315673828,48668000,0.0,0,55.79760846226035,55.79760846226035,55.68030496076436,55.71940612792969,44600,0.0,0
